RHyPBr9arNRUUVqvkdwfD6WfizrKh34AHp,111.04110393
RFovZtwXCjAE8fAtB6xULQype7BVCQsxd1,75.7313145
RLGVwcqHUXp4FtT2HM4Ye2iK1vW43ZHBuV,1.1335818
RU781PmuFPUMq8phakhGxdygJftRCEU3Cx,266.54130393
RNDtJVGMj6Kbih8bK65yPsS3VGmFyLPxkk,42.3594672
RGCh3JetWqCz4v6hGJXe8VyvyiaLHvTZZX,268.92554761
RNNbePugqTz1Uq1qYsX1nUqGrCidcaLTFw,184.64130393
RBosoRVBp3xqZ7Bi5bKjLngFQT93TUB3Pv,266.54130393
RMKxdCjwQwDsBrAPhAL5MGhffvVgdSAJSS,354.04120393
RUBifSyDyLySiqXWdjrYB99sbWxLEirXMD,210.04130393
RQn6d4rgNTRpRvhRNU7gdgg3EVRH5LEeF4,143.4819346
RHNpyrDE3gJ92E7sWoBJLi27xru6MxNJcA,33.9700457
RVC9iT2dbJWt2yoN1aTdDqrikfKBRvuRfM,54.7071057
RTUEnfA1d4e9zVuEybknCgRDipRF4yL7V3,333.64130393
RA9QsnDzDtXLncRkaorcgNwXSukTE1MYjg,159.55680393
RPZYCrj6U5kagkZSGP9NnjE4jfYFGZKw8P,0.0
RB4Vf9VAsD1E6NxqsCXQvWsK376TXkSavK,33.9700457
RHKNVDx2hnbRq5XueaQ67x2rQ1KDmkrRTL,42.3594672
RCf4dBxaFVsQdEH9YWWNtP6TNk7u1MdDpZ,42.3378672
RPspMdJ1qantc32RZuJwzWC2FVaSJVmUwr,159.55680393
RR6gELhnFHyFDeZZS7sVv3HtWgFHNPAR8t,184.64130393
RAZwKEaaYtwMqYyY6ta8UVCoxF7un2K42y,209.54120393
RAEds1SKqaJDDSSR95vck9vS7pDMy9ob68,55.5966272
RFyZF1GghnS8fB1PkMdonFuxCUywjTWrG5,159.14100393
R9bWXCLPt1oPLSWsWNtQkajc4eRj96oetg,111.5796741
RGwCvpBtzq4adi5unJMXBh7nJED1YxGmip,42.8594672
RJyjjKCuFLdvcJoxAUTdHUkX1XiScnssrB,110.63090393
RVkj8WC12hKM2GVy7N2AoXNJJEL3sUH6Nz,112.4818346
RX9hbhfMxte7ChULbMpPcGuEZD4xNaq8Di,211.54130393
RFRzznQzqr5uVD7RFzv5vVrXqPpM6SUDi1,33.9700457
RDgnmgz72EuFeVYcA6BU5pzrKENZisp9dC,352.04130393
